iteration,best_heuristic,avg_simulation
1,67.4899,61.72921
2,67.4899,66.13904
3,67.79602,67.4173
4,68.727585,67.58149
5,68.790695,67.93461
6,68.82962,68.36645
7,68.8884,68.45424
8,69.216995,68.15375
9,70.03194,68.76228
10,70.355515,69.53684
11,70.355515,69.94231
12,70.355515,70.18527
13,70.621605,70.2285
14,71.003105,70.46928
15,71.10949,70.482025
16,70.15204,69.78323
17,70.40809,69.763016
18,70.559814,70.36728
19,71.539375,71.036995
20,71.76371,71.229836
21,71.870094,71.13209
22,72.07068,71.60772
23,71.71919,70.51788
24,71.71919,71.03827
25,72.333565,71.67249
26,72.2294,71.83896
27,72.54647,72.11436
28,72.54647,72.24406
29,72.68371,72.35634
30,72.579544,72.083046
31,72.39194,71.31047
32,72.39194,71.67436
33,72.70282,72.3553
34,72.70282,72.49299
35,72.733604,72.49213
36,72.70139,71.60664
37,72.733604,72.56919
38,72.83353,72.54718
39,72.93769,72.351295
40,72.94551,72.48968
41,73.041855,72.61373
42,73.041855,72.80183
43,73.041855,72.86638
44,73.041855,72.855774
45,73.06743,72.80541
46,73.1716,72.85488
47,73.28909,72.965805
48,73.45908,73.12916
49,73.56071,73.137596
50,73.56071,73.25998
51,73.56071,73.210434
52,73.78311,73.30817
53,73.883026,73.34808
54,73.883026,73.209114
55,74.087105,73.75107
56,74.087105,73.764885
57,74.087105,73.456535
58,74.00212,73.87281
59,74.197174,73.942604
60,74.197174,73.89711
61,74.197174,73.86844
62,74.34949,74.11573
63,74.39197,73.9393
64,74.39197,74.24234
65,74.615005,74.13943
66,74.52181,74.41097
67,74.52181,73.99436
68,74.52181,73.63521
69,74.71917,74.25892
70,74.72589,74.140594
71,74.94756,74.459305
72,74.94756,74.64332
73,74.987564,74.74974
74,74.88339,74.667046
75,74.8434,74.69943
76,74.8434,74.6287
77,74.97307,74.701775
78,74.97307,74.785385
79,75.07723,74.69002
80,75.27638,74.93725
81,75.27638,74.86641
82,74.35221,74.16597
83,75.05608,74.23773
84,75.05608,74.45671
85,75.18267,74.773346
86,75.18267,74.8725
87,75.286835,74.86212
88,75.286835,74.94826
89,75.286835,75.12712
90,75.286835,74.92868
91,75.286835,74.893845
92,75.286835,75.08023
93,75.286835,75.15336
94,75.286835,74.89608
95,75.60698,75.33189
96,75.60698,75.21017
97,75.60698,75.398544
98,75.502815,75.351
99,75.6178,75.52882
100,75.6178,75.54004
101,75.588585,75.342896
102,75.588585,75.2231
103,75.491425,75.45216
104,75.59559,75.522644
105,75.59559,75.235794
106,75.59559,75.164955
107,75.73417,75.46278
108,75.73417,75.623505
109,75.630005,75.265686
110,75.630005,75.51041
111,75.630005,75.513855
112,75.73417,75.61294
113,75.630005,75.459984
114,75.67229,75.42268
115,75.77645,75.53468
116,75.685616,75.46779
117,75.685616,75.46687
118,75.685616,75.45326
119,75.685616,75.50142
120,75.685616,75.51287
121,75.58144,75.17907
122,75.53062,75.136024
123,75.63478,75.236435
124,75.63819,74.9676
125,75.63819,75.35976
126,75.63819,75.30376
127,75.429855,75.10812
128,75.429855,75.30344
129,75.429855,75.186615
130,75.429855,75.20622
131,75.53403,75.22623
132,75.63819,75.53359
133,75.742355,75.495766
134,75.92614,75.64772
135,75.742355,75.54649
136,75.742355,75.55642
137,75.92614,75.5926
138,75.92614,75.522446
139,75.821976,75.437126
140,75.826614,75.40215
141,76.071396,75.72918
142,76.071396,75.71074
143,76.17557,75.97153
144,76.17557,75.77896
145,76.071396,75.75886
146,76.071396,75.71174
147,76.071396,75.707954
148,76.071396,75.771225
149,76.17557,75.76553
150,76.17557,75.95143
151,76.17557,75.821815
152,75.96723,75.86993
153,76.06475,75.70575
154,76.06475,75.86157
155,76.06475,75.887955
156,76.27309,76.03108
157,76.1956,76.0401
158,76.1956,75.79226
159,76.20025,76.033165
160,76.20025,76.09992
161,76.20025,75.9338
162,76.20025,76.08735
163,75.88775,74.96196
164,75.88775,75.074814
165,75.88775,75.66399
166,75.88775,75.78913
167,75.88775,75.82038
168,75.99191,75.616455
169,76.00164,75.671745
170,76.09608,75.90837
171,76.09608,75.81715
172,76.09608,75.59118
173,75.99191,75.71796
174,76.09608,75.76992
175,76.09608,75.50732
176,76.20025,75.852516
177,76.30441,76.01445
178,76.30441,76.14863
179,76.30441,76.04099
180,76.20025,75.85515
181,76.09608,75.94124
182,76.09608,75.48744
183,76.15502,75.9049
184,76.15502,75.991394
185,76.15502,76.037766
186,76.15502,76.006615
187,76.15502,75.96058
188,76.15502,76.03433
189,76.219185,76.03037
190,76.219185,75.99644
191,76.259186,75.62328
192,76.259186,76.04912
193,76.259186,76.11594
194,76.259186,75.9565
195,76.259186,76.08686
196,76.259186,76.068665
197,75.21752,75.02931
198,76.259186,75.7768
199,76.259186,75.946526
201,76.259186,75.98685
202,76.259186,75.97859
203,76.259186,75.96957
204,76.259186,76.038704
205,76.259186,76.045456
206,76.259186,76.1484
207,76.259186,76.12609
208,76.15502,75.987595
209,76.15502,75.92479
210,76.15502,75.71827
211,76.15502,76.00734
212,76.23251,75.904015
213,76.259186,76.10253
214,76.259186,75.995575
215,76.259186,76.08001
216,76.259186,76.003685
217,76.259186,75.73726
218,76.259186,76.07896
