iteration,best_heuristic,avg_simulation
1,65.96802,60.430603
2,66.05573,65.05564
3,66.01573,65.29355
4,66.23118,65.44252
5,66.54205,66.075836
6,66.83504,66.185
7,66.83504,66.63391
8,67.6109,66.870895
9,67.46389,66.74874
10,67.706184,67.32589
11,67.706184,67.45715
12,67.80965,67.56701
13,67.909195,67.71469
14,67.909195,67.76092
15,67.90916,67.78821
16,67.98206,67.79629
17,68.12631,67.913025
18,68.12631,67.867096
19,68.29872,68.05503
20,68.387955,68.10806
21,68.624565,68.3309
22,68.60206,68.26515
23,68.77024,68.459854
24,68.85573,68.59413
25,69.001976,68.59744
26,69.09266,68.56911
27,69.23699,68.90493
28,69.428246,69.163574
29,69.57672,69.26901
30,69.66553,69.41304
31,69.8808,69.58722
32,69.8808,69.64036
33,69.8808,69.6815
34,69.965546,69.81678
35,70.13504,69.901115
36,70.26665,70.048355
37,70.26665,70.05674
38,70.19523,70.11167
39,70.16118,69.99702
40,70.170815,70.00012
41,70.170815,69.9591
42,70.5968,70.06635
43,70.60336,70.24344
44,70.889404,70.43101
45,71.000206,70.657036
46,71.000206,70.72537
47,71.116714,70.954956
48,71.116714,70.97833
49,71.20146,71.054855
50,71.30821,71.17401
51,71.30821,71.216934
52,71.35067,71.071945
53,71.35067,71.02535
54,71.35067,71.01711
55,71.35067,71.163185
56,71.409355,71.150375
57,71.409355,71.22267
58,71.43011,71.2702
59,71.85734,71.39287
60,71.85734,71.56557
61,71.85734,71.71366
62,72.12447,71.834015
63,72.12447,71.77423
64,72.03973,71.83531
65,72.03973,71.83231
66,72.223015,71.853615
67,72.223015,71.84107
68,72.12447,71.942635
69,72.15706,71.958435
70,72.321014,71.97215
71,72.321014,71.938705
72,72.321014,72.19638
73,72.51153,72.12648
74,72.51153,72.287384
75,72.69346,72.468254
76,72.69346,72.482704
77,72.778206,72.61383
78,72.69346,72.5988
79,72.778206,72.51102
80,72.841034,72.702126
81,72.86295,72.49125
82,72.94769,72.51089
83,73.01053,72.83282
84,73.01053,72.67372
85,72.92578,72.787834
86,73.03005,72.81937
87,73.03005,72.82778
88,73.03005,72.84455
89,73.03005,72.45798
90,72.9676,72.68669
91,73.052345,72.82
92,73.157906,72.75337
93,73.157906,73.00951
94,73.24265,73.05124
95,73.342926,72.99809
96,73.46567,73.254166
97,73.52273,73.23032
98,73.52273,73.28433
99,73.60747,73.43208
100,73.60747,73.47905
101,73.67881,73.520035
102,73.67881,73.57683
103,73.67881,73.546196
104,73.67881,73.558
105,73.77689,73.63794
106,73.77689,73.61627
107,73.67881,73.491486
108,73.67881,73.48585
109,73.76356,73.44152
110,73.76356,73.564476
111,73.59406,73.21584
112,73.77109,73.44982
113,73.77109,73.56494
114,73.77109,73.56754
115,73.784424,73.63755
116,73.784424,73.51207
117,73.784424,73.68182
118,73.86917,73.77051
119,73.86917,73.78136
120,73.86917,73.51781
121,73.86917,73.720764
122,73.86917,73.58396
123,74.0342,73.47542
124,74.0342,73.53331
125,73.949455,73.59817
126,73.86917,73.62299
127,73.949455,73.7292
128,73.949455,73.7841
129,73.91857,73.717896
130,73.833824,73.70057
131,73.753975,73.59757
132,73.753975,73.40648
133,73.892166,73.57274
134,73.80743,73.54893
135,73.63793,73.228745
136,73.67793,73.54648
137,73.75097,73.59288
138,73.91577,73.61472
139,73.9291,73.62641
140,73.9291,73.85607
141,73.9291,73.63793
142,73.9291,73.78912
143,74.01384,73.9152
144,74.01384,73.69569
145,74.01384,73.82262
146,73.9291,73.83294
147,73.9291,73.799644
148,73.933784,73.632484
149,73.94244,73.796265
150,73.94244,73.80808
151,73.97559,73.245705
152,73.984634,73.72782
153,73.984634,73.89341
154,74.011284,73.902115
155,74.011284,73.82099
156,74.02387,73.90194
157,74.176315,73.90477
158,74.011284,73.88292
159,74.09603,73.96274
160,74.09603,73.85475
161,74.011284,73.85819
162,74.011284,73.79085
163,74.09603,73.65022
164,74.011284,73.80125
165,74.011284,73.79929
166,73.92654,73.81171
167,74.011284,73.821266
168,74.09843,73.912384
169,74.09843,73.95345
170,74.09843,74.05008
171,73.92893,73.8322
172,73.92893,73.71211
173,74.01368,73.80992
174,74.01368,73.83483
175,74.176315,73.98542
176,74.33023,73.83299
177,74.24548,74.027794
178,74.33023,74.02121
179,74.33023,74.09446
180,74.33023,74.174194
181,74.499725,74.1734
182,74.41498,74.18909
183,74.41498,74.318596
184,74.41498,74.285095
185,74.33023,74.18798
186,74.33023,74.13122
187,74.33023,74.18388
188,74.33023,74.221725
189,74.24548,73.96445
190,74.160736,74.05943
191,74.160736,74.01984
192,74.160736,74.05327
193,74.160736,74.02531
194,74.07599,73.99933
195,74.160736,73.99743
196,74.160736,73.77793
197,74.160736,73.88654
198,74.07599,73.80686
199,74.160736,73.946
201,74.07599,73.67601
202,74.1183,73.82025
203,74.160736,73.8007
204,74.160736,73.979706
205,74.160736,74.0434
206,74.07599,73.72791
207,74.160736,73.80518
208,74.27016,74.03402
209,74.33023,74.02941
210,74.33023,74.13421
211,74.24548,74.162796
212,74.24548,74.027374
213,74.24548,74.01788
214,74.24548,73.8905
215,74.24548,74.08076
216,74.27634,74.15544
217,74.27634,74.14806
218,74.27634,73.95592
219,74.27634,74.10605
220,74.27634,74.12903
221,74.20223,74.04439
222,74.26244,74.084206
223,74.09577,73.943306
224,74.09577,73.91525
225,74.09577,73.99232
226,74.26244,73.72468
227,74.26244,73.948906
228,74.26244,74.0922
229,74.26244,73.90115
230,74.26244,73.995804
231,74.17911,73.868164
232,74.17911,74.01246
233,74.17911,74.0683
234,74.09577,73.96861
235,74.09577,73.976616
236,74.12431,74.01655
237,74.12431,73.90405
238,74.12431,73.66984
239,74.12431,74.04579
240,74.36577,74.105484
241,74.36577,73.49628
242,74.20765,74.0632
243,74.290985,73.88916
244,74.37431,74.071526
245,74.36577,74.17933
246,74.36577,74.15912
247,74.449104,74.0131
248,74.449104,74.05394
249,74.449104,74.25621
250,74.449104,74.330315
251,74.449104,74.35068
252,74.449104,74.14704
253,74.61577,74.087555
254,74.61577,74.392784
255,74.61577,74.31445
256,74.53243,74.38842
257,74.53243,74.37355
258,74.53243,74.15959
259,74.53243,74.14971
260,74.53243,74.315956
261,74.53243,74.30313
262,74.53243,74.10161
263,74.53243,74.24153
264,74.53243,74.33763
265,74.449104,74.30625
266,74.449104,74.252304
267,74.61577,74.383835
268,74.56527,74.13248
269,74.61577,74.450836
270,74.648605,74.35913
271,74.648605,74.492546
272,74.648605,74.56979
273,74.648605,74.5272
274,74.648605,74.52559
275,74.648605,74.34949
276,74.648605,74.54438
277,74.648605,74.539665
278,74.648605,74.39468
279,74.648605,74.41915
280,74.56527,74.45065
281,74.648605,74.099
282,74.581154,74.423645
283,74.581154,74.46762
284,74.581154,74.48122
285,74.581154,74.464165
286,74.497826,74.02089
287,74.611435,74.36964
288,74.77811,74.61356
289,74.77811,74.46676
290,74.77811,74.62489
291,74.69477,74.60417
292,74.69477,74.49057
293,74.73627,74.53983
294,74.73627,74.589874
295,74.73627,74.55561
296,74.73627,74.56866
297,74.73627,74.58271
298,74.73627,74.52038
299,74.73627,74.587036
