iteration,best_heuristic,avg_simulation
1,66.50783,62.45445
2,66.535126,65.91081
3,66.59554,66.51457
4,67.121864,66.551544
5,67.23625,66.83076
6,67.2973,66.95076
7,67.499405,67.03355
8,67.49494,66.99361
9,67.5738,67.22761
10,67.859024,67.530846
11,68.02332,67.720085
12,68.111046,67.709145
13,68.08547,67.62768
14,68.26091,67.66689
15,68.440895,68.115616
16,68.35318,68.0677
17,68.345604,68.13188
18,68.632576,68.368385
19,68.632576,68.35446
20,68.957535,68.604485
21,69.13297,68.767235
22,69.220695,68.67131
23,69.220695,68.88564
24,69.393105,69.15544
25,69.48083,69.18035
26,69.677284,69.35088
27,69.62748,69.34217
28,69.53976,69.3136
29,69.607056,69.42773
30,69.607056,69.44419
31,69.51934,69.36775
32,69.607056,69.26408
33,69.87383,69.57561
34,70.08638,69.71029
35,69.998665,69.74544
36,70.08638,70.03302
37,70.2588,70.04588
38,70.34651,69.77184
39,70.434235,70.281494
40,70.52195,70.301384
41,70.60665,70.317154
42,70.697395,70.43613
43,70.78511,70.51799
44,70.83201,70.44616
45,71.09639,70.83794
46,70.96055,70.830956
47,71.09517,70.84597
48,71.11301,70.72136
49,71.21069,71.008125
50,71.288445,71.11739
51,71.420876,71.19074
52,71.51802,71.171036
53,71.51802,71.177574
54,71.51802,71.33171
55,71.51802,71.16882
56,71.60865,71.30597
57,71.60865,71.46844
58,71.60865,71.26414
59,71.52093,71.23026
60,71.59206,71.40867
61,71.20444,70.54464
62,71.46165,70.73968
63,71.46165,71.22081
64,71.532776,71.12565
65,71.64221,71.19651
66,71.55449,71.22303
67,71.69042,71.134094
68,71.74176,71.34648
69,71.6027,71.41939
70,71.69042,71.510086
71,71.70375,71.62784
72,71.715576,71.561646
73,71.743935,71.57501
74,71.923904,71.66376
75,71.923904,71.76132
76,71.923904,71.79529
77,71.74846,71.55271
78,71.86987,71.7318
79,72.11971,71.72522
80,72.11971,71.858665
81,72.03199,71.85978
82,72.11971,71.990875
83,72.11971,72.06402
84,72.11971,71.83853
85,72.11971,71.978966
86,72.13305,71.93327
87,72.045334,71.9238
88,72.11971,71.91577
89,72.207436,71.849525
90,72.137985,71.91
91,72.22571,72.11866
92,72.22571,71.82601
93,72.260345,72.099815
94,72.353195,71.97337
