iteration,best_heuristic,avg_simulation
1,68.685905,61.82449
2,69.69584,65.882965
3,69.69584,68.806564
4,70.09584,69.65748
5,70.202225,69.89126
6,71.11606,70.18034
7,71.11606,70.3291
8,71.20697,70.95937
9,71.29788,70.91126
10,71.58638,71.19837
11,71.663155,71.35452
12,71.81842,71.633385
13,71.969475,71.70619
14,72.13757,71.816
15,72.29501,72.07498
16,72.4395,72.118744
17,72.54588,72.263626
18,72.66977,72.54526
19,72.76068,72.35801
20,72.75839,72.651184
21,72.75839,72.648346
22,72.830795,72.3053
23,72.97116,72.4679
24,72.86478,72.71257
25,72.95568,72.74879
26,73.053665,72.784004
27,73.053665,72.85891
28,73.37282,73.112946
29,73.39868,73.12129
30,73.568634,73.29158
31,73.46225,73.2696
32,73.46225,73.10367
33,73.46225,73.32078
34,73.672455,73.23202
35,73.819824,73.357796
36,74.032585,73.561
37,73.92621,73.68874
38,74.032585,73.47255
39,74.24535,73.93241
40,74.51738,74.09299
41,74.41321,73.889305
42,74.577255,74.120415
43,74.47308,74.216576
44,74.6725,74.37937
45,74.56833,74.37056
46,74.68738,74.311424
47,74.776665,74.592064
48,74.776665,74.37428
49,74.86595,74.58826
51,74.19601,73.58261
52,74.19601,73.703705
53,74.09184,73.91766
54,74.19601,74.08238
55,74.37457,74.00438
56,74.37457,74.131035
57,74.37457,73.94951
58,74.37457,74.25686
59,74.499146,74.15714
60,74.39497,74.25765
61,74.47406,74.27894
62,74.265724,74.10334
63,74.36989,73.95806
64,74.60322,74.306984
65,74.811554,74.47066
66,74.811554,74.24769
67,75.03243,74.58901
68,74.92826,74.696465
69,75.044395,74.4492
70,75.044395,74.92066
71,74.00272,73.86341
72,74.075035,73.81508
73,74.075035,73.908714
74,74.04695,73.7345
75,74.96532,74.00305
76,74.96532,73.62479
77,75.11068,74.6457
78,75.11068,74.5279
79,75.19401,74.65008
80,75.177345,74.66002
81,75.27938,74.78954
82,75.27938,74.80272
83,75.381424,75.15418
84,75.381424,75.00528
85,75.381424,75.29137
86,75.55014,74.72135
87,75.60686,75.18873
88,75.60686,75.32477
89,75.60686,75.464226
90,75.60686,75.48737
91,75.68883,75.0902
92,75.68883,75.553696
93,75.68883,75.521706
94,75.68883,75.47825
95,75.68883,75.48421
96,75.586784,75.40461
97,75.668755,75.27988
98,75.668755,75.52001
99,75.56671,74.887344
